seller_id,seller_name,state,city,seller_rating,total_products_listed,joined_date,seller_tier,fulfillment_type,gst_registered,return_acceptance_rate
SELL01076,Garg Stores,West Bengal,Kolkata,4.7,151,2021-05-13 06:18:44,Standard,FlipMart Fulfilled,True,0.982
SELL01077,Bajaj Retail,West Bengal,Asansol,4.4,391,2021-10-12 15:41:40,Standard,FlipMart Fulfilled,True,0.919
SELL01078,Mishra Stores,Karnataka,Bengaluru,4.5,682,2021-02-19 13:53:17,Platinum,FlipMart Fulfilled,True,0.946
SELL01079,Mehta Stores,Uttar Pradesh,Agra,4.1,741,2021-04-16 14:41:12,Standard,FlipMart Fulfilled,True,0.941
SELL01080,Das Mart,Tamil Nadu,Madurai,5.0,69,2021-12-18 05:28:35,Platinum,Easy Ship,True,0.933
SELL01081,Bajaj Retail,Gujarat,Surat,3.2,24,2023-03-31 01:29:55,Standard,Self Ship,False,0.708
SELL01082,Verma Enterprises,Gujarat,Rajkot,4.2,65,2023-09-19 11:36:00,Standard,FlipMart Fulfilled,True,0.957
SELL01083,Iyer Trading,Maharashtra,Mumbai,3.7,330,2023-06-09 19:09:30,Elite,FlipMart Fulfilled,True,0.847
SELL01084,Das Trading,Delhi,Rohini,4.2,714,2021-07-28 15:57:15,Standard,FlipMart Fulfilled,True,0.92
SELL01085,Gupta Enterprises,Tamil Nadu,Chennai,4.2,640,2022-08-07 12:38:40,Standard,Easy Ship,True,0.817
SELL01086,Singh Stores,Karnataka,Mysuru,2.6,90,2024-03-30 06:09:46,Preferred,FlipMart Fulfilled,True,0.938
SELL01087,Reddy Enterprises,Telangana,Nizamabad,4.1,150,2023-02-12 11:35:26,Preferred,Easy Ship,True,0.847
SELL01088,Verma Mart,West Bengal,Kolkata,4.9,333,2023-04-20 03:36:26,Standard,FlipMart Fulfilled,True,0.9
SELL01089,Verma Mart,Punjab,Amritsar,3.4,230,2023-12-12 19:31:15,Preferred,FlipMart Fulfilled,True,0.906
SELL01090,Reddy Enterprises,Telangana,Warangal,4.1,385,2024-03-23 05:29:56,Preferred,Easy Ship,True,1.0
SELL01091,Tiwari Mart,Tamil Nadu,Chennai,3.4,436,2021-09-16 23:07:00,Preferred,FlipMart Fulfilled,True,0.978
SELL01092,Patel Stores,Karnataka,Mangaluru,4.1,523,2022-11-29 20:57:02,Preferred,FlipMart Fulfilled,True,0.905
SELL01093,Tiwari Trading,West Bengal,Howrah,3.6,410,2023-02-22 21:17:38,Preferred,FlipMart Fulfilled,True,0.992
SELL01094,Garg Trading,Telangana,Hyderabad,3.8,164,2024-03-29 16:43:29,Elite,Easy Ship,True,0.713
SELL01095,Tiwari Enterprises,Uttar Pradesh,Varanasi,4.0,232,2024-02-01 18:40:50,Elite,Easy Ship,True,1.0
SELL01096,Iyer Retail,Gujarat,Rajkot,3.2,461,2022-08-03 05:43:48,Preferred,FlipMart Fulfilled,True,1.0
SELL01097,Malhotra Mart,Maharashtra,Pune,3.5,576,2021-07-12 19:39:46,Elite,Self Ship,True,0.97
SELL01098,Agarwal Stores,Karnataka,Mangaluru,3.2,668,2022-04-16 01:41:15,Preferred,FlipMart Fulfilled,True,0.957
SELL01099,Joshi Retail,Gujarat,Rajkot,4.2,36,2021-07-08 12:28:14,Elite,FlipMart Fulfilled,True,1.0
SELL01100,Rao Trading,Madhya Pradesh,Jabalpur,4.5,584,2021-02-25 19:03:58,Preferred,FlipMart Fulfilled,True,0.85
SELL01101,Tiwari Mart,Rajasthan,Jaipur,4.5,80,2023-06-02 17:26:34,Elite,FlipMart Fulfilled,True,0.955
SELL01102,Reddy Trading,Karnataka,Hubli,3.1,759,2023-07-26 20:44:09,Standard,FlipMart Fulfilled,True,0.952
SELL01103,Garg Mart,Punjab,Ludhiana,4.0,585,2021-04-03 04:44:22,Standard,Self Ship,True,0.75
SELL01104,Tiwari Enterprises,Uttar Pradesh,Varanasi,3.7,83,2023-07-01 14:31:02,Standard,Self Ship,True,0.867
SELL01105,Gupta Stores,Delhi,Dwarka,3.5,575,2023-01-15 20:53:29,Preferred,Easy Ship,True,0.884
SELL01106,Das Stores,Madhya Pradesh,Bhopal,4.4,74,2023-06-20 05:27:55,Preferred,Self Ship,True,0.899
SELL01107,Bajaj Mart,Delhi,Lajpat Nagar,3.6,768,2021-06-20 13:18:26,Standard,FlipMart Fulfilled,True,0.965
SELL01108,Rao Stores,Karnataka,Mysuru,3.9,754,2023-07-19 18:15:33,Standard,Self Ship,True,0.917
SELL01109,Tiwari Stores,Maharashtra,Nashik,4.7,688,2022-08-31 00:09:08,Standard,Self Ship,True,0.933
SELL01110,Pandey Stores,Tamil Nadu,Coimbatore,2.9,418,2023-05-04 05:47:35,Standard,FlipMart Fulfilled,True,0.834
SELL01111,Bajaj Stores,Maharashtra,Nagpur,2.9,48,2022-07-24 02:48:32,Preferred,FlipMart Fulfilled,True,0.89
SELL01112,Mehta Trading,Karnataka,Hubli,3.8,163,2021-03-21 16:28:13,Standard,FlipMart Fulfilled,True,1.0
SELL01113,Garg Stores,Maharashtra,Nashik,3.6,121,2021-04-20 18:21:17,Preferred,Self Ship,True,0.938
SELL01114,Pandey Mart,Telangana,Karimnagar,4.3,560,2021-04-18 16:34:19,Standard,FlipMart Fulfilled,True,1.0
SELL01115,Shah Trading,Karnataka,Mangaluru,4.3,776,2021-12-11 14:53:39,Preferred,Easy Ship,True,0.831
SELL01116,Yadav Stores,Tamil Nadu,Madurai,3.5,329,2022-07-29 20:53:00,Preferred,FlipMart Fulfilled,True,0.904
SELL01117,Bajaj Stores,Kerala,Kochi,3.8,11,2022-09-14 18:41:13,Platinum,FlipMart Fulfilled,True,0.793
SELL01118,Nair Retail,Tamil Nadu,Chennai,4.3,472,2023-12-03 01:33:12,Standard,Self Ship,True,0.937
SELL01119,Banerjee Retail,Telangana,Warangal,4.4,413,2021-12-19 20:05:54,Standard,FlipMart Fulfilled,True,0.958
SELL01120,Pandey Trading,Maharashtra,Mumbai,3.7,202,2022-05-21 15:41:11,Preferred,FlipMart Fulfilled,True,0.85
SELL01121,Singh Enterprises,Karnataka,Bengaluru,4.7,601,2021-03-30 06:47:14,Standard,FlipMart Fulfilled,True,0.945
SELL01122,Joshi Retail,Karnataka,Hubli,3.8,215,2023-10-25 21:21:53,Standard,Self Ship,True,0.787
SELL01123,Garg Trading,Punjab,Patiala,4.3,562,2021-02-28 12:13:06,Standard,FlipMart Fulfilled,True,0.917
SELL01124,Mehta Mart,Maharashtra,Mumbai,3.7,310,2024-02-03 10:49:20,Elite,Easy Ship,True,0.897
SELL01125,Mehta Enterprises,Maharashtra,Mumbai,4.0,355,2023-04-30 16:39:24,Standard,FlipMart Fulfilled,True,0.797
SELL01126,Mehta Trading,West Bengal,Asansol,2.8,687,2024-03-26 13:54:46,Elite,FlipMart Fulfilled,True,0.822
SELL01127,Tiwari Enterprises,Rajasthan,Udaipur,3.2,139,2021-04-12 21:48:24,Standard,FlipMart Fulfilled,True,0.999
SELL01128,Bajaj Stores,Rajasthan,Udaipur,3.9,100,2021-04-29 07:29:36,Preferred,Easy Ship,True,0.776
SELL01129,Gupta Enterprises,Rajasthan,Jodhpur,4.6,74,2023-12-28 18:40:21,Preferred,Self Ship,True,1.0
SELL01130,Bajaj Stores,Rajasthan,Jaipur,3.5,103,2023-12-09 22:48:56,Elite,FlipMart Fulfilled,True,0.946
SELL01131,Iyer Mart,Maharashtra,Pune,3.8,432,2021-04-08 22:13:33,Preferred,Easy Ship,True,0.864
SELL01132,Tiwari Trading,Tamil Nadu,Madurai,3.8,430,2022-09-30 18:50:04,Preferred,FlipMart Fulfilled,True,0.704
SELL01133,Sharma Retail,Karnataka,Hubli,4.2,709,2022-03-16 14:11:19,Standard,FlipMart Fulfilled,True,0.916
SELL01134,Mishra Retail,Uttar Pradesh,Agra,4.5,561,2022-05-10 17:21:09,Standard,Self Ship,True,0.975
SELL01135,Das Retail,Maharashtra,Pune,3.5,138,2022-06-27 06:43:25,Elite,FlipMart Fulfilled,True,0.852
SELL01136,Garg Retail,Maharashtra,Nagpur,3.2,484,2023-11-14 14:33:36,Standard,Easy Ship,True,0.932
SELL01137,Mishra Retail,Maharashtra,Mumbai,3.9,331,2022-09-13 16:39:43,Platinum,FlipMart Fulfilled,True,0.772
SELL01138,Bajaj Retail,Maharashtra,Pune,4.2,496,2022-04-19 14:03:04,Standard,FlipMart Fulfilled,True,0.829
SELL01139,Singh Retail,Karnataka,Bengaluru,4.4,568,2021-03-25 02:48:09,Standard,FlipMart Fulfilled,True,0.993
SELL01140,Tiwari Stores,Madhya Pradesh,Bhopal,3.3,497,2022-12-07 09:22:02,Preferred,Self Ship,True,0.853
SELL01141,Tiwari Enterprises,Tamil Nadu,Chennai,4.6,496,2023-11-10 14:41:14,Platinum,FlipMart Fulfilled,True,0.872
SELL01142,Sharma Enterprises,Tamil Nadu,Salem,4.6,359,2023-09-15 23:06:19,Elite,Self Ship,True,0.945
SELL01143,Joshi Enterprises,Delhi,New Delhi,3.5,481,2021-03-03 12:10:54,Preferred,Self Ship,True,0.781
SELL01144,Das Stores,Uttar Pradesh,Varanasi,3.8,294,2022-02-25 19:38:00,Elite,FlipMart Fulfilled,False,0.867
SELL01145,Tiwari Retail,Tamil Nadu,Salem,3.0,222,2023-10-21 17:50:26,Standard,Self Ship,True,0.977
SELL01146,Kapoor Mart,Telangana,Warangal,2.8,45,2022-11-08 02:03:46,Standard,Self Ship,True,0.841
SELL01147,Agarwal Stores,Karnataka,Bengaluru,4.5,335,2022-11-25 11:34:14,Preferred,Self Ship,True,0.897
SELL01148,Mishra Enterprises,Uttar Pradesh,Varanasi,4.4,418,2022-11-02 03:02:02,Preferred,Self Ship,True,0.948
SELL01149,Pandey Retail,Delhi,Dwarka,4.5,238,2022-12-01 09:00:40,Preferred,Easy Ship,True,1.0
SELL01150,Shah Trading,Uttar Pradesh,Lucknow,4.4,764,2022-12-27 22:28:23,Standard,Easy Ship,True,0.926
SELL01151,Agarwal Enterprises,Uttar Pradesh,Lucknow,3.1,457,2021-06-18 11:26:44,Elite,FlipMart Fulfilled,True,0.829
SELL01152,Singh Trading,Tamil Nadu,Madurai,2.4,349,2023-04-23 15:33:29,Standard,FlipMart Fulfilled,True,0.885
SELL01153,Reddy Mart,Maharashtra,Pune,4.5,347,2021-09-25 17:35:17,Standard,Easy Ship,True,0.786
SELL01154,Malhotra Enterprises,West Bengal,Kolkata,5.0,559,2022-09-25 10:00:00,Standard,Self Ship,True,0.904
SELL01155,Mishra Mart,Tamil Nadu,Salem,4.3,628,2022-07-07 09:05:23,Standard,FlipMart Fulfilled,True,0.884
SELL01156,Nair Trading,Gujarat,Rajkot,2.8,164,2023-05-22 21:50:46,Preferred,FlipMart Fulfilled,True,0.899
SELL01157,Nair Enterprises,Maharashtra,Mumbai,4.2,630,2022-04-28 17:56:02,Preferred,FlipMart Fulfilled,True,0.852
SELL01158,Reddy Trading,Gujarat,Surat,2.3,618,2022-02-06 01:27:47,Standard,FlipMart Fulfilled,True,0.894
SELL01159,Sharma Stores,Tamil Nadu,Madurai,3.7,771,2023-08-31 17:47:54,Standard,Easy Ship,True,0.84
SELL01160,Reddy Enterprises,West Bengal,Asansol,4.3,219,2022-07-02 08:45:31,Standard,Easy Ship,True,0.89
SELL01161,Reddy Retail,Maharashtra,Pune,3.1,419,2022-06-02 12:55:03,Platinum,Self Ship,True,0.957
SELL01162,Malhotra Retail,Gujarat,Surat,4.1,244,2023-08-26 03:15:00,Standard,FlipMart Fulfilled,True,0.876
SELL01163,Rao Mart,Karnataka,Mysuru,4.4,744,2023-10-22 12:52:24,Standard,FlipMart Fulfilled,True,0.674
SELL01164,Sharma Retail,Karnataka,Hubli,4.7,173,2023-04-25 00:35:07,Preferred,Easy Ship,True,0.799
SELL01165,Joshi Retail,Delhi,New Delhi,4.5,12,2022-02-26 09:23:59,Platinum,FlipMart Fulfilled,True,0.953
SELL01166,Sharma Mart,Karnataka,Mangaluru,3.4,277,2022-07-12 01:11:04,Preferred,FlipMart Fulfilled,True,0.838
SELL01167,Sharma Enterprises,Delhi,Dwarka,4.4,512,2022-12-28 03:36:47,Standard,FlipMart Fulfilled,True,0.844
SELL01168,Joshi Retail,Maharashtra,Nagpur,3.8,460,2023-03-20 17:15:07,Standard,FlipMart Fulfilled,True,0.812
SELL01169,Bajaj Stores,West Bengal,Howrah,3.8,276,2021-06-17 09:16:54,Preferred,Self Ship,True,0.925
SELL01170,Das Stores,Gujarat,Vadodara,3.4,584,2021-10-02 16:54:14,Standard,FlipMart Fulfilled,True,0.872
SELL01171,Garg Retail,Delhi,Rohini,4.0,363,2023-01-14 00:05:44,Standard,Self Ship,True,0.651
SELL01172,Das Retail,Kerala,Thrissur,3.2,5,2021-05-29 05:36:36,Standard,FlipMart Fulfilled,True,0.848
SELL01173,Mehta Trading,Maharashtra,Nashik,3.7,378,2022-09-26 23:58:48,Standard,Self Ship,True,0.803
SELL01174,Agarwal Trading,Telangana,Warangal,4.7,428,2022-01-18 14:16:26,Standard,FlipMart Fulfilled,True,0.896
SELL01175,Mehta Enterprises,West Bengal,Durgapur,3.0,213,2022-08-25 09:06:54,Standard,Self Ship,True,0.931
SELL01176,Das Stores,Kerala,Thiruvananthapuram,3.7,721,2024-03-25 14:35:49,Preferred,Easy Ship,True,0.846
SELL01177,Shah Trading,Rajasthan,Jodhpur,4.5,163,2023-08-01 07:34:10,Preferred,FlipMart Fulfilled,True,0.936
SELL01178,Singh Mart,Uttar Pradesh,Agra,4.0,714,2022-09-15 18:25:50,Standard,FlipMart Fulfilled,False,0.879
SELL01179,Reddy Mart,Telangana,Warangal,3.9,644,2021-07-25 13:54:22,Standard,FlipMart Fulfilled,True,0.859
SELL01180,Bajaj Retail,Maharashtra,Nagpur,3.7,480,2023-03-22 09:29:46,Preferred,FlipMart Fulfilled,True,0.955
SELL01181,Kapoor Enterprises,Karnataka,Bengaluru,3.8,490,2022-07-30 03:31:05,Elite,FlipMart Fulfilled,True,1.0
SELL01182,Banerjee Enterprises,Telangana,Warangal,3.8,774,2024-03-19 09:29:45,Preferred,Easy Ship,False,0.86
SELL01183,Malhotra Stores,Rajasthan,Jaipur,4.0,794,2021-09-03 13:31:49,Standard,FlipMart Fulfilled,True,0.929
SELL01184,Bajaj Stores,Karnataka,Mangaluru,3.3,184,2021-04-08 06:00:05,Standard,Easy Ship,True,0.927
SELL01185,Banerjee Enterprises,Karnataka,Mangaluru,3.8,344,2022-11-07 03:44:59,Elite,Self Ship,False,0.986
SELL01186,Pandey Retail,Delhi,Lajpat Nagar,4.2,761,2022-04-08 17:10:05,Standard,FlipMart Fulfilled,True,0.872
SELL01187,Bajaj Mart,Telangana,Warangal,3.0,170,2021-03-06 02:36:51,Preferred,FlipMart Fulfilled,True,0.883
SELL01188,Garg Enterprises,Kerala,Kozhikode,3.4,203,2022-10-05 19:03:13,Standard,FlipMart Fulfilled,True,0.846
SELL01189,Singh Retail,Karnataka,Bengaluru,3.6,236,2022-10-08 23:19:08,Standard,Easy Ship,True,0.968
SELL01190,Rao Trading,Madhya Pradesh,Jabalpur,2.6,209,2022-10-17 08:22:36,Preferred,FlipMart Fulfilled,True,0.955
SELL01191,Rao Stores,Maharashtra,Nashik,5.0,715,2023-04-24 05:18:51,Platinum,Self Ship,True,0.914
SELL01192,Patel Trading,Maharashtra,Mumbai,3.5,399,2022-04-25 10:29:42,Elite,Self Ship,True,0.882
SELL01193,Gupta Mart,Punjab,Ludhiana,4.4,215,2022-03-13 01:43:19,Preferred,FlipMart Fulfilled,True,0.692
SELL01194,Bajaj Stores,Uttar Pradesh,Agra,3.9,261,2021-12-10 17:30:51,Preferred,Self Ship,True,0.771
SELL01195,Reddy Stores,Delhi,Lajpat Nagar,3.5,768,2023-01-02 12:24:29,Standard,FlipMart Fulfilled,True,1.0
SELL01196,Mishra Mart,Tamil Nadu,Salem,3.6,708,2022-03-31 20:40:02,Standard,Easy Ship,True,0.994
SELL01197,Patel Mart,Tamil Nadu,Salem,4.4,214,2021-11-02 01:21:41,Standard,FlipMart Fulfilled,True,0.784
SELL01198,Bajaj Stores,Rajasthan,Kota,2.3,513,2021-01-26 07:47:08,Preferred,Self Ship,False,0.89
SELL01199,Tiwari Trading,Maharashtra,Pune,4.9,627,2023-11-17 16:56:29,Elite,FlipMart Fulfilled,True,0.824
SELL01200,Joshi Enterprises,Karnataka,Hubli,3.9,505,2022-12-06 07:39:22,Standard,FlipMart Fulfilled,True,0.921
SELL01201,Verma Enterprises,Uttar Pradesh,Varanasi,3.5,357,2022-01-05 08:41:58,Elite,FlipMart Fulfilled,True,1.0
SELL01202,Rao Stores,Maharashtra,Nashik,3.9,585,2022-03-22 15:39:03,Platinum,Self Ship,True,0.98
SELL01203,Joshi Enterprises,Maharashtra,Nagpur,4.4,410,2022-10-15 01:05:38,Preferred,FlipMart Fulfilled,True,0.853
SELL01204,Banerjee Mart,Delhi,Rohini,3.6,784,2021-11-01 03:15:41,Standard,Self Ship,True,0.964
SELL01205,Kumar Mart,Karnataka,Mysuru,4.0,597,2023-08-29 18:44:22,Standard,FlipMart Fulfilled,True,0.83
SELL01206,Agarwal Retail,Rajasthan,Jodhpur,3.8,300,2022-09-27 16:23:08,Elite,Easy Ship,True,0.83
SELL01207,Iyer Mart,Telangana,Warangal,3.4,686,2021-05-12 12:51:25,Preferred,Easy Ship,True,0.786
SELL01208,Gupta Enterprises,Delhi,Lajpat Nagar,3.5,385,2023-06-21 02:37:31,Preferred,FlipMart Fulfilled,True,0.931
SELL01209,Tiwari Mart,Kerala,Thrissur,5.0,568,2024-02-17 13:06:09,Standard,FlipMart Fulfilled,True,0.894
SELL01210,Patel Retail,Uttar Pradesh,Varanasi,3.7,407,2023-11-26 11:52:33,Preferred,Self Ship,True,0.846
SELL01211,Malhotra Stores,Karnataka,Bengaluru,4.5,436,2021-08-17 15:19:43,Elite,Easy Ship,False,1.0
SELL01212,Singh Stores,Telangana,Hyderabad,4.5,663,2023-03-11 19:58:42,Standard,Self Ship,True,1.0
SELL01213,Das Enterprises,Maharashtra,Pune,3.8,744,2022-02-06 01:35:52,Preferred,Self Ship,True,0.739
SELL01214,Das Enterprises,Gujarat,Vadodara,3.9,493,2022-12-09 16:13:15,Standard,FlipMart Fulfilled,False,0.741
SELL01215,Das Mart,Telangana,Nizamabad,4.3,162,2021-02-04 07:32:52,Preferred,FlipMart Fulfilled,True,0.932
SELL01216,Mishra Mart,Tamil Nadu,Madurai,4.4,367,2021-12-09 01:41:10,Preferred,FlipMart Fulfilled,True,1.0
SELL01217,Kapoor Enterprises,Tamil Nadu,Coimbatore,4.8,773,2023-09-25 00:59:46,Standard,FlipMart Fulfilled,True,0.846
SELL01218,Bajaj Enterprises,Delhi,Lajpat Nagar,4.9,664,2021-08-02 22:30:42,Standard,FlipMart Fulfilled,False,0.887
SELL01219,Yadav Retail,Punjab,Ludhiana,3.9,587,2023-08-15 08:51:37,Preferred,FlipMart Fulfilled,True,0.807
SELL01220,Garg Retail,Telangana,Nizamabad,4.6,722,2022-01-03 21:11:40,Standard,Easy Ship,True,0.771
SELL01221,Banerjee Trading,Telangana,Nizamabad,4.1,196,2021-09-26 12:35:05,Elite,FlipMart Fulfilled,True,0.827
SELL01222,Garg Stores,West Bengal,Howrah,3.7,27,2023-05-06 10:19:10,Standard,FlipMart Fulfilled,True,0.946
SELL01223,Garg Retail,Delhi,New Delhi,4.1,529,2022-02-25 10:39:19,Preferred,Self Ship,True,0.912
SELL01224,Verma Stores,Tamil Nadu,Chennai,3.9,567,2023-07-26 16:48:14,Elite,FlipMart Fulfilled,True,0.909
SELL01225,Iyer Enterprises,Maharashtra,Nashik,4.5,472,2022-07-08 21:30:02,Preferred,FlipMart Fulfilled,True,0.737
SELL01226,Agarwal Enterprises,Tamil Nadu,Madurai,4.2,62,2024-03-24 11:44:19,Preferred,Easy Ship,True,0.821
SELL01227,Rao Mart,Delhi,Lajpat Nagar,4.6,345,2022-07-13 19:06:45,Standard,FlipMart Fulfilled,False,0.896
SELL01228,Sharma Mart,Rajasthan,Kota,5.0,240,2022-12-23 08:41:06,Standard,Easy Ship,True,0.893
SELL01229,Rao Trading,Tamil Nadu,Salem,4.1,9,2022-02-06 02:10:31,Standard,Self Ship,True,0.834
SELL01230,Mishra Trading,Karnataka,Mysuru,2.8,167,2021-11-23 21:07:27,Preferred,Self Ship,True,0.882
SELL01231,Iyer Mart,Rajasthan,Udaipur,3.9,781,2022-09-09 02:05:35,Standard,Self Ship,True,0.866
SELL01232,Sharma Stores,Maharashtra,Nagpur,3.8,479,2022-06-30 04:59:10,Preferred,FlipMart Fulfilled,True,1.0
SELL01233,Iyer Enterprises,Punjab,Ludhiana,2.8,772,2022-07-13 08:38:43,Preferred,Easy Ship,True,0.907
SELL01234,Bajaj Enterprises,Maharashtra,Nagpur,4.2,365,2022-07-15 16:07:47,Elite,Easy Ship,True,0.818
SELL01235,Reddy Enterprises,Telangana,Karimnagar,3.8,769,2021-11-17 04:22:27,Standard,FlipMart Fulfilled,True,0.759
SELL01236,Reddy Retail,Gujarat,Vadodara,4.2,83,2023-07-10 04:32:23,Standard,Self Ship,True,0.689
SELL01237,Verma Trading,Delhi,New Delhi,3.9,702,2022-12-19 10:44:37,Standard,FlipMart Fulfilled,True,1.0
SELL01238,Gupta Trading,Delhi,Dwarka,4.7,736,2021-10-22 00:03:32,Standard,Easy Ship,True,0.876
SELL01239,Mehta Stores,West Bengal,Howrah,3.8,418,2024-02-21 03:18:07,Elite,Self Ship,True,0.87
SELL01240,Kapoor Mart,Telangana,Nizamabad,4.0,332,2021-07-16 01:58:50,Preferred,FlipMart Fulfilled,True,1.0
SELL01241,Shah Retail,Madhya Pradesh,Bhopal,3.9,135,2022-01-10 17:17:30,Preferred,Self Ship,True,0.791
SELL01242,Bajaj Mart,West Bengal,Asansol,4.0,360,2021-08-19 15:20:13,Standard,Self Ship,True,0.705
SELL01243,Banerjee Trading,Tamil Nadu,Chennai,3.5,339,2021-11-19 20:25:12,Standard,Self Ship,True,0.826
SELL01244,Das Stores,Karnataka,Mysuru,4.9,551,2023-12-23 01:41:22,Standard,FlipMart Fulfilled,True,0.756
SELL01245,Yadav Trading,Maharashtra,Pune,4.1,561,2022-03-23 03:19:57,Standard,FlipMart Fulfilled,True,0.954
SELL01246,Verma Stores,Maharashtra,Nashik,2.6,276,2021-01-20 12:08:52,Standard,FlipMart Fulfilled,True,1.0
SELL01247,Malhotra Mart,Maharashtra,Pune,4.0,558,2021-05-19 19:16:21,Standard,FlipMart Fulfilled,True,0.941
SELL01248,Joshi Retail,Karnataka,Mangaluru,4.2,784,2024-01-24 16:00:29,Preferred,FlipMart Fulfilled,True,0.852
SELL01249,Rao Retail,West Bengal,Durgapur,4.3,92,2022-07-03 16:48:06,Preferred,Easy Ship,True,0.937
SELL01250,Rao Stores,Rajasthan,Kota,4.0,463,2023-08-12 00:15:13,Standard,Easy Ship,True,0.996
SELL01251,Patel Enterprises,Telangana,Hyderabad,4.7,321,2023-12-11 19:36:47,Preferred,FlipMart Fulfilled,True,0.948
SELL01252,Yadav Stores,Uttar Pradesh,Varanasi,4.5,712,2022-01-03 12:18:06,Standard,FlipMart Fulfilled,True,0.817
SELL01253,Reddy Trading,Tamil Nadu,Chennai,4.2,263,2023-12-26 14:27:22,Standard,FlipMart Fulfilled,True,0.753
SELL01254,Reddy Trading,Karnataka,Mysuru,4.7,99,2022-07-20 09:32:22,Preferred,FlipMart Fulfilled,True,0.842
SELL01255,Agarwal Enterprises,West Bengal,Howrah,4.6,378,2022-03-08 19:23:45,Standard,Self Ship,True,0.949
SELL01256,Shah Mart,Karnataka,Mysuru,3.5,161,2023-06-04 09:23:19,Preferred,Easy Ship,False,1.0
SELL01257,Agarwal Retail,Uttar Pradesh,Lucknow,4.3,632,2022-02-18 16:27:40,Elite,FlipMart Fulfilled,False,0.876
SELL01258,Singh Enterprises,Tamil Nadu,Salem,4.1,246,2021-07-21 14:53:33,Standard,FlipMart Fulfilled,False,0.927
SELL01259,Pandey Trading,Maharashtra,Nagpur,4.4,55,2022-05-13 15:23:23,Platinum,Self Ship,True,0.899
SELL01260,Gupta Mart,Telangana,Warangal,4.0,174,2021-03-24 02:33:57,Platinum,FlipMart Fulfilled,True,0.892
SELL01261,Joshi Trading,Tamil Nadu,Madurai,3.4,14,2021-05-09 10:16:35,Standard,FlipMart Fulfilled,True,0.916
SELL01262,Reddy Stores,West Bengal,Kolkata,5.0,591,2022-09-03 02:42:25,Platinum,Easy Ship,True,0.931
SELL01263,Patel Retail,Uttar Pradesh,Agra,4.7,104,2021-09-03 07:06:29,Preferred,FlipMart Fulfilled,True,0.832
SELL01264,Bajaj Stores,Karnataka,Mangaluru,4.5,338,2024-01-26 15:41:25,Standard,FlipMart Fulfilled,True,0.977
SELL01265,Nair Mart,Uttar Pradesh,Kanpur,3.9,544,2022-06-06 02:58:48,Standard,Self Ship,False,0.73
SELL01266,Mishra Trading,Gujarat,Surat,4.2,45,2021-09-06 02:29:06,Standard,FlipMart Fulfilled,True,0.882
SELL01267,Rao Mart,Maharashtra,Pune,3.0,590,2021-01-30 12:20:26,Platinum,Self Ship,True,0.992
SELL01268,Shah Enterprises,Madhya Pradesh,Bhopal,3.1,638,2022-09-13 11:09:40,Standard,FlipMart Fulfilled,True,0.931
SELL01269,Yadav Enterprises,Rajasthan,Kota,4.9,799,2021-01-13 04:06:47,Standard,FlipMart Fulfilled,True,0.884
SELL01270,Agarwal Mart,Maharashtra,Nashik,4.2,271,2022-01-28 15:54:27,Standard,Self Ship,True,0.893
SELL01271,Iyer Mart,Rajasthan,Jodhpur,5.0,86,2022-07-10 08:03:48,Standard,Self Ship,True,0.929
SELL01272,Bajaj Retail,Karnataka,Mysuru,3.7,771,2021-03-08 21:57:22,Elite,Self Ship,True,0.818
SELL01273,Malhotra Mart,Uttar Pradesh,Varanasi,4.8,151,2021-04-25 01:29:24,Standard,FlipMart Fulfilled,True,0.867
SELL01274,Singh Stores,Delhi,New Delhi,3.6,404,2023-07-19 05:05:04,Standard,Self Ship,True,0.973
SELL01275,Gupta Retail,Uttar Pradesh,Varanasi,3.5,333,2021-02-28 09:08:09,Platinum,FlipMart Fulfilled,True,1.0
SELL01276,Bajaj Stores,Maharashtra,Nagpur,5.0,513,2022-05-11 01:26:16,Preferred,FlipMart Fulfilled,True,0.853
SELL01277,Gupta Trading,Uttar Pradesh,Kanpur,4.5,18,2023-06-27 09:03:37,Standard,FlipMart Fulfilled,True,0.888
SELL01278,Malhotra Retail,Maharashtra,Nashik,3.9,663,2022-09-11 11:30:01,Standard,FlipMart Fulfilled,True,0.944
SELL01279,Bajaj Mart,Tamil Nadu,Coimbatore,4.3,770,2021-11-21 12:37:05,Standard,FlipMart Fulfilled,True,0.885
SELL01280,Nair Trading,Uttar Pradesh,Varanasi,3.1,190,2021-04-26 06:36:01,Preferred,FlipMart Fulfilled,True,0.911
SELL01281,Nair Stores,Tamil Nadu,Salem,3.7,431,2021-10-13 02:04:00,Preferred,FlipMart Fulfilled,True,0.843
SELL01282,Kumar Enterprises,Kerala,Kochi,5.0,370,2022-09-19 21:23:31,Standard,Easy Ship,True,0.977
SELL01283,Malhotra Retail,West Bengal,Kolkata,3.9,191,2023-01-26 07:43:23,Standard,FlipMart Fulfilled,True,0.872
SELL01284,Pandey Mart,Rajasthan,Kota,4.2,151,2023-05-07 02:10:50,Preferred,FlipMart Fulfilled,True,1.0
SELL01285,Joshi Enterprises,West Bengal,Asansol,3.4,689,2023-10-24 01:05:31,Preferred,FlipMart Fulfilled,True,1.0
SELL01286,Patel Trading,Tamil Nadu,Chennai,4.8,300,2022-02-08 03:46:26,Elite,FlipMart Fulfilled,True,0.78
